province,month,rainfall_7day,rainfall_30day,river_discharge,population,elevation_factor,historical_floods,ndma_fatality_weight,flood_risk_score
Balochistan,11,23.89,63.37,3846.04,13170874,0.5,5,0.3,28.67
Khyber Pakhtunkhwa,12,18.08,60.2,3279.23,38037285,0.6,6,0.35,38.71
Punjab,12,22.49,48.96,3493.16,103255214,0.3,7,0.425,44.93
Gilgit-Baltistan,8,25.24,61.88,3252.7,1643699,0.9,3,0.2,20.43
Balochistan,3,9.0,31.34,2724.43,12241875,0.5,5,0.3,25.82
Azad Kashmir,5,26.98,77.53,3939.48,3723937,0.7,4,0.275,34.53
Khyber Pakhtunkhwa,6,35.76,105.79,6151.51,33035266,0.6,6,0.35,50.73
KPK,2,13.3,39.79,4553.67,32274799,0.6,6,0.35,39.08
Balochistan,11,16.64,47.43,3884.24,11793146,0.5,5,0.3,31.7
Punjab,6,34.72,116.38,6634.37,104186681,0.3,7,0.425,60.04
KPK,1,34.61,98.94,4236.43,37345203,0.6,6,0.35,45.62
Punjab,2,22.83,68.75,4133.02,118842812,0.3,7,0.425,45.23
Balochistan,1,19.93,60.87,3891.05,11876651,0.5,5,0.3,34.27
KPK,11,35.34,97.23,4399.35,37891969,0.6,6,0.35,39.69
Khyber Pakhtunkhwa,7,133.83,445.58,10542.38,34857598,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,1,17.08,53.85,3389.03,32043610,0.6,6,0.35,28.46
Punjab,7,187.99,802.69,33418.29,120582664,0.3,7,0.425,100.0
KPK,8,138.29,438.11,17446.38,32527737,0.6,6,0.35,100.0
Sindh,5,9.05,22.55,4339.78,45001859,0.2,8,0.475,44.09
Khyber Pakhtunkhwa,11,24.15,58.83,4739.07,34738239,0.6,6,0.35,36.53
Punjab,11,2.86,7.52,3636.23,112465804,0.3,7,0.425,30.24
Balochistan,5,6.52,14.59,2367.27,12923705,0.5,5,0.3,24.74
KPK,9,45.72,153.97,8142.99,34124644,0.6,6,0.35,61.66
Balochistan,6,20.6,45.9,3854.53,13122444,0.5,5,0.3,38.67
Gilgit-Baltistan,4,35.2,102.74,2260.25,1696340,0.9,3,0.2,27.48
Azad Kashmir,1,47.89,131.27,5034.15,3857482,0.7,4,0.275,50.81
Gilgit-Baltistan,1,11.07,27.13,1525.78,1799201,0.9,3,0.2,10.97
KPK,9,27.25,77.52,4406.28,34513464,0.6,6,0.35,41.27
Punjab,1,10.88,26.89,2656.09,101568821,0.3,7,0.425,40.66
Sindh,4,26.31,79.61,4953.31,52663109,0.2,8,0.475,54.92
KPK,10,21.58,46.25,5007.76,38166368,0.6,6,0.35,39.2
Azad Kashmir,7,169.44,730.53,14752.96,3631626,0.7,4,0.275,100.0
Azad Kashmir,10,25.35,81.07,3588.23,3640851,0.7,4,0.275,36.18
Sindh,3,28.52,64.12,4819.98,44709676,0.2,8,0.475,56.08
Punjab,9,160.65,602.29,18729.01,102706765,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,11,20.32,50.5,4179.05,36268101,0.6,6,0.35,43.87
Sindh,6,25.07,83.59,6618.25,46257266,0.2,8,0.475,54.81
KPK,2,21.86,72.25,3978.87,35833148,0.6,6,0.35,35.46
Sindh,5,10.82,32.14,3314.54,50561478,0.2,8,0.475,39.41
Punjab,9,160.71,656.02,22527.9,105368868,0.3,7,0.425,100.0
Gilgit-Baltistan,4,46.36,137.36,3561.42,1639127,0.9,3,0.2,38.06
KPK,12,31.12,108.29,4915.19,32128652,0.6,6,0.35,51.53
Balochistan,7,149.13,569.09,16583.22,11075864,0.5,5,0.3,100.0
Azad Kashmir,12,12.49,29.6,2660.01,4318001,0.7,4,0.275,20.67
Gilgit-Baltistan,12,33.61,96.66,3806.59,1810734,0.9,3,0.2,27.95
Khyber Pakhtunkhwa,8,202.68,782.07,20741.84,37101817,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,6,25.05,79.24,4769.38,34648730,0.6,6,0.35,43.15
Khyber Pakhtunkhwa,11,24.6,85.63,5724.73,38434149,0.6,6,0.35,47.02
KPK,10,34.4,104.02,4619.58,32332798,0.6,6,0.35,41.22
Gilgit-Baltistan,11,13.2,42.95,1594.73,1691848,0.9,3,0.2,15.25
Azad Kashmir,12,43.54,124.03,4059.13,3898324,0.7,4,0.275,46.85
Punjab,12,39.28,116.77,6809.94,113944720,0.3,7,0.425,54.37
Sindh,7,235.48,740.95,36000.0,46723835,0.2,8,0.475,100.0
Azad Kashmir,7,210.09,572.96,16706.91,4256571,0.7,4,0.275,100.0
Punjab,2,21.41,48.37,5442.59,112966621,0.3,7,0.425,48.6
Khyber Pakhtunkhwa,9,7.17,21.89,2047.34,37861984,0.6,6,0.35,34.55
Sindh,3,8.89,30.98,3472.19,47365938,0.2,8,0.475,35.24
Punjab,2,37.3,119.57,7375.4,104137524,0.3,7,0.425,62.86
Gilgit-Baltistan,3,21.87,54.58,1595.32,1794143,0.9,3,0.2,20.19
KPK,7,222.56,563.81,15060.55,34465650,0.6,6,0.35,100.0
Punjab,8,152.09,572.12,27629.41,116743955,0.3,7,0.425,100.0
Gilgit-Baltistan,1,20.23,48.69,2057.95,1661613,0.9,3,0.2,25.65
Punjab,3,11.34,35.6,5261.85,111950210,0.3,7,0.425,41.42
Azad Kashmir,3,46.73,145.58,5865.15,3832107,0.7,4,0.275,47.55
Balochistan,5,28.06,80.1,3406.89,13158199,0.5,5,0.3,35.38
Gilgit-Baltistan,7,223.12,703.9,11983.97,1969195,0.9,3,0.2,100.0
Khyber Pakhtunkhwa,4,27.35,65.37,4640.54,38963100,0.6,6,0.35,37.95
Sindh,11,14.57,37.55,5798.2,45959960,0.2,8,0.475,46.94
Sindh,3,16.81,46.82,3358.61,44929551,0.2,8,0.475,41.65
Gilgit-Baltistan,8,21.95,63.49,2817.4,1914963,0.9,3,0.2,29.55
Punjab,2,40.72,92.78,5801.63,101051688,0.3,7,0.425,54.55
Azad Kashmir,2,37.0,98.88,4620.88,4212899,0.7,4,0.275,45.44
Sindh,2,11.46,38.21,5661.05,47777482,0.2,8,0.475,48.62
Khyber Pakhtunkhwa,6,22.53,57.61,5350.31,36499421,0.6,6,0.35,36.1
KPK,7,276.07,920.02,29311.36,37252389,0.6,6,0.35,100.0
Gilgit-Baltistan,2,31.6,92.49,3122.35,1645069,0.9,3,0.2,36.64
Punjab,3,18.64,40.53,4880.78,112122591,0.3,7,0.425,41.37
Azad Kashmir,8,156.64,438.09,10759.29,3774230,0.7,4,0.275,100.0
Balochistan,8,182.15,600.27,19576.04,11100422,0.5,5,0.3,100.0
Gilgit-Baltistan,1,19.28,57.32,1604.52,1841939,0.9,3,0.2,16.39
Punjab,11,42.22,127.28,8205.99,118272498,0.3,7,0.425,62.05
KPK,4,33.73,114.89,4633.25,32304792,0.6,6,0.35,37.17
Punjab,10,36.55,97.08,6619.97,120851626,0.3,7,0.425,55.07
Sindh,6,12.59,41.47,3187.6,47269288,0.2,8,0.475,45.14
Gilgit-Baltistan,6,217.7,794.52,10031.32,1786984,0.9,3,0.2,100.0
Azad Kashmir,8,313.44,915.98,24352.46,3778285,0.7,4,0.275,100.0
Sindh,2,20.66,52.68,4213.91,51388464,0.2,8,0.475,51.06
KPK,12,43.39,128.44,5537.45,32725886,0.6,6,0.35,53.78
Sindh,11,38.78,82.03,5323.98,52341024,0.2,8,0.475,56.55
Punjab,4,26.27,83.76,5648.62,114287603,0.3,7,0.425,52.68
Gilgit-Baltistan,12,19.14,50.67,1636.01,1765466,0.9,3,0.2,22.25
Balochistan,10,30.17,83.08,3373.58,12296912,0.5,5,0.3,37.33
Sindh,12,33.88,68.31,7212.97,48642407,0.2,8,0.475,71.24
Sindh,2,39.78,120.12,6423.2,51969769,0.2,8,0.475,59.86
Gilgit-Baltistan,7,266.85,758.07,14395.46,1953872,0.9,3,0.2,100.0
Balochistan,9,27.62,85.2,3714.18,11450612,0.5,5,0.3,39.74
KPK,6,6.0,14.68,3128.31,37136031,0.6,6,0.35,32.7
Azad Kashmir,12,27.48,61.09,3187.56,4130557,0.7,4,0.275,28.43
Khyber Pakhtunkhwa,6,30.2,88.04,5623.41,38097947,0.6,6,0.35,43.45
Gilgit-Baltistan,11,41.16,97.51,3128.0,1938127,0.9,3,0.2,28.49
Punjab,1,11.04,37.71,4647.04,118736352,0.3,7,0.425,30.55
Sindh,7,109.91,391.1,13828.41,43584296,0.2,8,0.475,100.0
KPK,6,17.06,45.78,4664.73,37094881,0.6,6,0.35,46.12
Balochistan,11,23.39,75.42,4984.67,11369210,0.5,5,0.3,44.05
KPK,11,19.62,63.22,4224.37,32741055,0.6,6,0.35,43.63
Sindh,9,197.72,603.76,30923.07,49688183,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,1,25.17,52.7,3793.8,38220898,0.6,6,0.35,27.26
Khyber Pakhtunkhwa,6,34.63,112.33,7251.28,35747068,0.6,6,0.35,52.47
Gilgit-Baltistan,8,20.34,56.14,2481.68,1624662,0.9,3,0.2,28.14
Gilgit-Baltistan,5,36.42,107.73,2351.74,1943412,0.9,3,0.2,34.49
Gilgit-Baltistan,3,30.51,92.09,3729.08,1949789,0.9,3,0.2,26.38
Punjab,1,26.56,85.7,4358.82,102354538,0.3,7,0.425,53.36
Azad Kashmir,3,21.89,59.89,3052.94,4358068,0.7,4,0.275,27.26
Balochistan,7,199.21,724.7,21233.06,11287758,0.5,5,0.3,100.0
Punjab,8,249.47,858.59,24362.32,104985099,0.3,7,0.425,100.0
Balochistan,4,14.5,38.97,3055.4,11524078,0.5,5,0.3,22.83
Punjab,4,26.23,83.45,5946.34,113500366,0.3,7,0.425,55.42
Punjab,2,48.34,104.8,8308.58,107002066,0.3,7,0.425,68.27
Gilgit-Baltistan,9,28.09,66.02,3064.93,1808626,0.9,3,0.2,21.71
Balochistan,6,44.36,99.07,5479.46,13233511,0.5,5,0.3,49.68
Balochistan,5,22.9,73.64,2961.31,12498868,0.5,5,0.3,34.05
Sindh,2,44.65,134.64,10547.22,43154393,0.2,8,0.475,76.36
Sindh,10,20.87,68.61,4158.22,43148611,0.2,8,0.475,51.47
Sindh,9,293.64,1123.72,36000.0,51938814,0.2,8,0.475,100.0
Sindh,8,128.59,369.9,16580.97,44821919,0.2,8,0.475,100.0
Gilgit-Baltistan,8,32.3,94.6,2375.45,1668274,0.9,3,0.2,33.7
KPK,2,25.33,80.56,5613.62,33911109,0.6,6,0.35,51.02
Azad Kashmir,4,10.93,31.64,2302.39,3604304,0.7,4,0.275,22.78
Khyber Pakhtunkhwa,3,45.15,91.19,3946.98,35925303,0.6,6,0.35,40.45
Sindh,2,24.14,56.62,6652.57,45020636,0.2,8,0.475,53.72
Balochistan,12,25.81,58.45,2547.16,13273406,0.5,5,0.3,26.42
Gilgit-Baltistan,1,35.89,104.96,2251.88,1947847,0.9,3,0.2,22.71
KPK,1,17.32,49.23,4889.81,36577186,0.6,6,0.35,33.68
Sindh,1,37.1,81.4,6146.14,43742286,0.2,8,0.475,53.94
Sindh,9,118.83,352.67,20663.58,47568158,0.2,8,0.475,100.0
Gilgit-Baltistan,10,40.36,123.25,3000.82,1856729,0.9,3,0.2,32.46
Azad Kashmir,6,18.45,63.83,3667.37,4213486,0.7,4,0.275,27.98
Punjab,6,17.72,54.23,5157.01,105915170,0.3,7,0.425,54.0
Azad Kashmir,12,23.23,77.37,4467.11,4175702,0.7,4,0.275,34.93
Punjab,3,37.6,77.17,6569.07,117494307,0.3,7,0.425,56.67
Gilgit-Baltistan,1,24.51,73.57,2266.22,1869351,0.9,3,0.2,29.92
Punjab,7,297.77,1265.18,33806.23,115378753,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,12,5.77,11.64,3309.95,36981798,0.6,6,0.35,26.43
Sindh,9,169.24,702.35,31299.74,49078759,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,6,25.0,78.5,4000.16,36550273,0.6,6,0.35,34.87
Balochistan,3,26.1,74.1,3178.95,13244384,0.5,5,0.3,35.23
Khyber Pakhtunkhwa,6,11.15,38.78,4028.23,37708496,0.6,6,0.35,37.2
Khyber Pakhtunkhwa,8,148.06,579.38,14499.33,33149205,0.6,6,0.35,100.0
KPK,4,36.6,90.43,5811.44,35059709,0.6,6,0.35,48.79
Balochistan,12,16.67,46.02,3767.3,13403683,0.5,5,0.3,36.12
Balochistan,5,11.39,39.0,3226.32,12359321,0.5,5,0.3,31.24
Punjab,10,21.47,72.77,4622.43,108586781,0.3,7,0.425,49.16
Azad Kashmir,7,225.63,863.97,20203.33,4174435,0.7,4,0.275,100.0
KPK,9,15.63,39.05,2850.45,32884021,0.6,6,0.35,33.04
Azad Kashmir,5,34.4,117.79,5296.97,3663101,0.7,4,0.275,39.61
Gilgit-Baltistan,9,24.96,76.6,3106.51,1653221,0.9,3,0.2,30.49
Balochistan,12,25.03,82.15,4661.97,12684796,0.5,5,0.3,39.72
Sindh,11,43.74,103.34,5566.19,45832168,0.2,8,0.475,63.93
Azad Kashmir,4,27.97,67.26,4774.14,4349067,0.7,4,0.275,33.67
Balochistan,4,20.99,49.5,4104.97,12410891,0.5,5,0.3,35.97
Balochistan,6,23.92,50.23,4502.91,13525366,0.5,5,0.3,43.5
Azad Kashmir,6,18.97,58.55,4011.54,4367864,0.7,4,0.275,35.96
Sindh,11,9.62,32.82,3728.37,48655664,0.2,8,0.475,42.33
Punjab,12,17.94,62.4,3405.8,113693412,0.3,7,0.425,41.85
KPK,11,2.2,5.33,2697.13,36575521,0.6,6,0.35,28.23
Khyber Pakhtunkhwa,6,24.51,72.11,4827.17,38004027,0.6,6,0.35,46.95
Sindh,12,17.83,37.8,4292.47,52114441,0.2,8,0.475,45.69
Khyber Pakhtunkhwa,2,5.6,17.14,2703.56,35033229,0.6,6,0.35,28.88
Balochistan,5,20.52,61.49,2702.48,12185003,0.5,5,0.3,25.22
Azad Kashmir,3,31.11,85.34,2893.43,4145048,0.7,4,0.275,36.56
KPK,9,68.39,230.81,7540.14,32047632,0.6,6,0.35,70.51
Punjab,2,13.86,29.96,5301.52,108270749,0.3,7,0.425,47.49
Azad Kashmir,5,28.47,60.14,3429.71,3990338,0.7,4,0.275,25.73
Sindh,7,125.35,428.04,22595.67,43281313,0.2,8,0.475,100.0
Sindh,11,9.36,27.66,4543.48,46526078,0.2,8,0.475,41.51
Azad Kashmir,11,19.58,39.24,2071.72,3701615,0.7,4,0.275,19.16
KPK,5,20.34,68.47,4908.87,33739356,0.6,6,0.35,44.58
Gilgit-Baltistan,10,13.95,38.78,1859.11,1745241,0.9,3,0.2,21.81
Balochistan,1,38.47,116.7,4628.99,13029343,0.5,5,0.3,49.01
KPK,11,26.36,56.36,4333.13,32351078,0.6,6,0.35,46.19
Punjab,3,14.96,31.44,4945.77,116242534,0.3,7,0.425,45.39
Sindh,8,139.24,378.56,20561.14,46281005,0.2,8,0.475,100.0
Sindh,12,22.96,46.12,5470.14,51787526,0.2,8,0.475,53.65
Azad Kashmir,1,34.89,109.7,5500.64,3929670,0.7,4,0.275,42.06
Sindh,2,21.13,48.88,6631.36,51340712,0.2,8,0.475,52.74
Sindh,6,26.48,70.02,7663.91,45675102,0.2,8,0.475,64.24
KPK,5,29.87,92.27,6504.5,37984578,0.6,6,0.35,49.93
Azad Kashmir,7,257.28,844.25,18331.97,4017985,0.7,4,0.275,100.0
Azad Kashmir,1,34.15,75.2,3288.72,3845565,0.7,4,0.275,36.89
Azad Kashmir,4,11.35,24.95,1866.24,3762611,0.7,4,0.275,22.12
Punjab,1,15.07,31.34,5264.67,102039541,0.3,7,0.425,40.01
Khyber Pakhtunkhwa,1,3.1,6.28,2328.26,34180242,0.6,6,0.35,28.65
Punjab,12,5.1,13.03,3090.86,107695062,0.3,7,0.425,32.75
Balochistan,2,29.86,84.81,3184.8,12859582,0.5,5,0.3,35.38
KPK,2,30.85,80.94,4724.26,32514852,0.6,6,0.35,48.1
Khyber Pakhtunkhwa,4,21.16,44.05,4656.36,37038270,0.6,6,0.35,44.68
Gilgit-Baltistan,12,19.91,54.26,1720.47,1914988,0.9,3,0.2,29.81
Azad Kashmir,5,19.67,51.65,3602.7,3786616,0.7,4,0.275,29.31
Khyber Pakhtunkhwa,8,254.68,1121.89,26859.74,33022705,0.6,6,0.35,100.0
Azad Kashmir,2,38.27,132.35,4218.01,3776472,0.7,4,0.275,40.48
Azad Kashmir,4,33.33,76.73,2925.67,3788192,0.7,4,0.275,28.36
Balochistan,9,31.55,86.39,4114.15,12412672,0.5,5,0.3,36.59
Punjab,8,235.2,978.15,30041.16,112701343,0.3,7,0.425,100.0
Punjab,3,12.22,26.45,3854.76,114837317,0.3,7,0.425,46.53
Gilgit-Baltistan,11,17.81,42.8,1997.08,1813501,0.9,3,0.2,22.94
KPK,1,22.93,60.58,3583.73,36383684,0.6,6,0.35,36.77
Balochistan,9,36.93,124.5,5956.01,12086287,0.5,5,0.3,44.06
Sindh,5,26.45,56.6,5027.52,43566033,0.2,8,0.475,49.35
KPK,12,14.01,39.88,2325.67,38302703,0.6,6,0.35,20.11
Khyber Pakhtunkhwa,4,46.2,107.05,6053.35,35125909,0.6,6,0.35,49.6
Khyber Pakhtunkhwa,12,16.19,32.45,3646.86,37149467,0.6,6,0.35,32.75
Azad Kashmir,7,214.06,645.16,18964.28,3808446,0.7,4,0.275,100.0
Sindh,7,96.28,431.72,14209.49,48422491,0.2,8,0.475,100.0
Gilgit-Baltistan,11,16.87,45.82,2193.41,1724829,0.9,3,0.2,16.37
Gilgit-Baltistan,4,25.42,82.31,1788.51,1919102,0.9,3,0.2,20.48
Balochistan,5,22.32,74.29,2581.2,12834663,0.5,5,0.3,34.4
KPK,7,92.83,336.96,12162.19,34029283,0.6,6,0.35,99.3
Punjab,2,8.66,28.42,4390.54,106306132,0.3,7,0.425,35.93
Balochistan,8,154.15,686.12,14186.89,12768642,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,12,18.6,60.88,2670.0,35499082,0.6,6,0.35,33.1
Punjab,10,16.83,55.01,4059.8,117188585,0.3,7,0.425,32.25
Sindh,2,22.72,79.12,7984.8,49919799,0.2,8,0.475,56.4
Balochistan,3,4.88,13.53,1515.75,11735306,0.5,5,0.3,22.5
KPK,1,30.6,88.15,5261.77,31954075,0.6,6,0.35,37.36
KPK,4,24.45,55.55,5015.78,32297205,0.6,6,0.35,36.22
Punjab,10,13.5,29.43,4060.53,110366195,0.3,7,0.425,38.84
Sindh,10,16.0,35.85,4763.62,46919012,0.2,8,0.475,49.91
Punjab,2,51.61,112.01,5338.26,112781311,0.3,7,0.425,62.1
Gilgit-Baltistan,12,22.65,59.34,1695.49,1768085,0.9,3,0.2,24.01
KPK,1,21.18,71.99,4859.86,38973370,0.6,6,0.35,38.19
Punjab,9,197.19,871.66,30560.03,118683352,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,2,15.41,33.57,4176.39,38498022,0.6,6,0.35,30.25
Punjab,9,153.09,614.24,20274.78,99002836,0.3,7,0.425,100.0
KPK,2,22.1,67.38,4410.71,32162659,0.6,6,0.35,39.25
Sindh,3,15.7,51.46,3358.57,45752105,0.2,8,0.475,44.47
Khyber Pakhtunkhwa,6,66.26,205.6,6567.54,36858370,0.6,6,0.35,53.39
KPK,1,28.54,80.59,4640.2,34772259,0.6,6,0.35,44.91
Sindh,9,288.14,1047.2,36000.0,50571625,0.2,8,0.475,100.0
KPK,7,145.48,596.25,17021.17,35835303,0.6,6,0.35,100.0
Gilgit-Baltistan,3,9.23,31.37,1208.43,1738875,0.9,3,0.2,15.71
Azad Kashmir,2,12.99,27.42,2536.47,3812091,0.7,4,0.275,26.24
Balochistan,6,21.05,70.73,4433.33,13524694,0.5,5,0.3,46.19
Balochistan,7,153.33,493.48,12658.03,12962182,0.5,5,0.3,100.0
Gilgit-Baltistan,3,23.25,56.81,2506.12,1643924,0.9,3,0.2,23.36
Sindh,4,30.92,66.64,4604.42,49873999,0.2,8,0.475,48.23
Gilgit-Baltistan,7,117.43,490.2,10010.52,1942226,0.9,3,0.2,100.0
Gilgit-Baltistan,10,7.2,23.0,1949.65,1728640,0.9,3,0.2,13.32
Punjab,8,225.13,1005.39,25382.62,109577569,0.3,7,0.425,100.0
Sindh,2,38.64,127.7,9830.91,51457677,0.2,8,0.475,69.58
Sindh,8,99.91,441.64,18650.45,51289836,0.2,8,0.475,100.0
Punjab,5,18.36,38.48,3478.29,107397573,0.3,7,0.425,45.01
Khyber Pakhtunkhwa,9,16.57,48.84,3573.62,32843124,0.6,6,0.35,26.27
KPK,2,37.8,116.76,4878.06,38464073,0.6,6,0.35,41.51
Sindh,12,49.94,156.84,8031.81,49094056,0.2,8,0.475,74.84
Khyber Pakhtunkhwa,5,22.58,49.56,4709.69,34304686,0.6,6,0.35,36.07
Gilgit-Baltistan,5,30.38,66.96,2979.21,1641469,0.9,3,0.2,28.23
Punjab,7,87.11,385.56,16870.12,110940861,0.3,7,0.425,100.0
Punjab,3,31.35,103.14,4716.95,118972525,0.3,7,0.425,54.14
Sindh,4,8.83,27.02,3213.19,51333599,0.2,8,0.475,38.06
Azad Kashmir,5,9.12,19.07,3025.29,4242892,0.7,4,0.275,21.04
Balochistan,2,32.46,110.04,4803.37,11980000,0.5,5,0.3,46.9
Balochistan,9,22.48,69.15,2624.67,12805130,0.5,5,0.3,30.75
Punjab,7,161.36,589.56,29132.74,119147215,0.3,7,0.425,100.0
Sindh,12,40.73,127.52,8494.77,49337805,0.2,8,0.475,66.59
Punjab,3,20.31,44.54,4947.48,120583902,0.3,7,0.425,52.48
Khyber Pakhtunkhwa,9,14.5,40.96,3108.52,36833813,0.6,6,0.35,26.11
Punjab,8,112.56,441.44,20540.25,108565635,0.3,7,0.425,100.0
Azad Kashmir,9,27.12,90.63,4134.86,3914716,0.7,4,0.275,31.51
Sindh,1,19.42,45.42,5089.01,45335514,0.2,8,0.475,55.78
Gilgit-Baltistan,3,16.95,49.07,2827.84,1910968,0.9,3,0.2,22.34
Azad Kashmir,10,13.38,38.67,2686.41,3649975,0.7,4,0.275,35.06
Punjab,4,19.95,58.63,3763.9,112840378,0.3,7,0.425,45.58
Azad Kashmir,3,39.93,96.91,4537.68,3970400,0.7,4,0.275,41.11
KPK,12,16.19,54.27,4216.91,32432780,0.6,6,0.35,35.3
Sindh,3,36.15,80.59,8459.64,49091780,0.2,8,0.475,59.73
Sindh,5,10.41,32.37,5041.81,48845380,0.2,8,0.475,48.55
Sindh,4,13.8,28.18,3526.76,46165160,0.2,8,0.475,44.61
Azad Kashmir,1,35.72,104.13,3708.82,3810571,0.7,4,0.275,32.71
KPK,7,145.69,530.01,18561.39,38081412,0.6,6,0.35,100.0
Gilgit-Baltistan,8,13.55,27.12,2061.39,1783219,0.9,3,0.2,16.94
Khyber Pakhtunkhwa,5,29.7,75.71,4274.88,35199191,0.6,6,0.35,35.09
Sindh,2,21.38,58.63,6957.16,51656434,0.2,8,0.475,49.09
Punjab,6,33.07,66.95,6939.24,117759828,0.3,7,0.425,61.23
Gilgit-Baltistan,10,32.76,104.46,3856.37,1951694,0.9,3,0.2,29.96
Punjab,1,20.63,64.75,3596.82,110198527,0.3,7,0.425,40.6
Sindh,6,34.37,81.74,8633.42,43397101,0.2,8,0.475,69.88
Khyber Pakhtunkhwa,2,31.03,104.39,5399.35,37538798,0.6,6,0.35,50.55
Azad Kashmir,9,57.61,200.17,6111.33,3959739,0.7,4,0.275,59.12
Azad Kashmir,6,8.63,25.61,2438.76,4174844,0.7,4,0.275,28.35
Azad Kashmir,6,16.36,46.91,2404.85,3811811,0.7,4,0.275,30.67
Gilgit-Baltistan,7,159.3,663.87,12074.95,1953872,0.9,3,0.2,100.0
Azad Kashmir,8,155.96,516.88,10623.99,3923930,0.7,4,0.275,100.0
Azad Kashmir,11,20.78,43.93,2890.08,4220759,0.7,4,0.275,31.28
Khyber Pakhtunkhwa,6,17.58,57.73,3667.14,34472043,0.6,6,0.35,35.78
Sindh,10,47.15,148.93,11503.37,44727470,0.2,8,0.475,76.59
KPK,1,25.13,51.92,5052.89,33388799,0.6,6,0.35,43.3
Gilgit-Baltistan,10,35.99,83.84,2121.62,1761507,0.9,3,0.2,26.25
Azad Kashmir,11,20.19,64.46,2656.58,4174633,0.7,4,0.275,25.29
Khyber Pakhtunkhwa,8,226.85,846.1,21535.83,36776602,0.6,6,0.35,100.0
KPK,12,21.54,43.36,4823.36,32130140,0.6,6,0.35,40.99
Balochistan,3,17.37,52.21,3993.2,13490709,0.5,5,0.3,36.51
KPK,7,130.6,470.9,16047.33,33754937,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,5,24.95,58.94,4510.15,32596202,0.6,6,0.35,32.49
Sindh,11,9.47,22.29,3083.95,50082833,0.2,8,0.475,42.31
Balochistan,3,36.6,86.36,3774.15,12993210,0.5,5,0.3,44.4
Punjab,10,17.6,40.22,4457.54,107739398,0.3,7,0.425,42.18
Punjab,8,117.36,423.47,12190.18,111787507,0.3,7,0.425,100.0
Azad Kashmir,2,22.74,48.01,4121.86,3734758,0.7,4,0.275,34.61
Gilgit-Baltistan,5,20.47,57.76,3077.71,1916651,0.9,3,0.2,29.91
Sindh,10,20.31,44.45,5367.4,48691201,0.2,8,0.475,51.51
Gilgit-Baltistan,8,24.02,75.13,3310.1,1934768,0.9,3,0.2,33.92
Gilgit-Baltistan,8,17.31,38.59,2662.25,1899762,0.9,3,0.2,19.41
Punjab,1,42.03,96.69,7827.19,101354721,0.3,7,0.425,70.72
Sindh,11,5.23,13.71,2761.79,43345136,0.2,8,0.475,41.94
Balochistan,8,150.38,523.65,13146.14,12799563,0.5,5,0.3,100.0
Sindh,10,20.96,67.01,5298.77,49595311,0.2,8,0.475,53.3
Sindh,8,124.32,464.15,19915.78,48343777,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,12,23.55,52.56,5538.34,33844104,0.6,6,0.35,39.45
KPK,11,17.94,38.68,4019.37,35170793,0.6,6,0.35,38.05
Khyber Pakhtunkhwa,1,21.35,54.01,5131.4,33372424,0.6,6,0.35,42.81
Khyber Pakhtunkhwa,9,7.89,22.53,3513.81,32251213,0.6,6,0.35,37.24
Azad Kashmir,4,16.98,37.02,2591.47,4392426,0.7,4,0.275,31.53
Balochistan,12,16.35,38.55,2240.72,11337221,0.5,5,0.3,23.28
Sindh,10,44.16,149.82,8767.92,47918987,0.2,8,0.475,75.76
Balochistan,7,122.78,510.02,12155.85,11635991,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,9,28.95,72.78,6227.01,33313127,0.6,6,0.35,49.84
Azad Kashmir,10,31.76,66.09,3414.41,4113851,0.7,4,0.275,29.74
KPK,9,30.67,100.57,3706.5,38521901,0.6,6,0.35,51.0
Azad Kashmir,11,22.99,56.1,2396.29,3766703,0.7,4,0.275,25.39
Azad Kashmir,9,29.67,97.98,3199.07,3751695,0.7,4,0.275,34.69
Azad Kashmir,2,29.83,65.16,3897.81,3848224,0.7,4,0.275,31.04
Gilgit-Baltistan,11,8.61,19.74,1560.04,1645043,0.9,3,0.2,14.61
KPK,6,9.64,33.59,3356.09,36313541,0.6,6,0.35,31.45
Sindh,1,28.9,66.97,6210.29,48392146,0.2,8,0.475,53.19
Balochistan,1,19.87,51.08,3922.65,11681164,0.5,5,0.3,43.99
Punjab,11,27.08,61.65,4738.77,101088600,0.3,7,0.425,45.38
KPK,11,11.72,24.29,3700.81,35732857,0.6,6,0.35,33.15
Balochistan,2,23.46,55.01,3369.59,11491573,0.5,5,0.3,36.87
Sindh,8,161.76,610.3,29187.43,43365938,0.2,8,0.475,100.0
KPK,9,11.11,26.04,3281.38,35557574,0.6,6,0.35,31.18
Azad Kashmir,10,25.39,73.54,4177.97,3958704,0.7,4,0.275,35.98
Punjab,7,229.53,868.1,21967.32,112284681,0.3,7,0.425,100.0
